"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://www.lupo.com.br/pijama-lupo-af-curto-coffee-24687-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-af-curto-coffee-24687-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-ku-sap-invisivel-k2-02170-088/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-ku-sap-invisivel-k2-02170-088/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/","1","Non-Indexable","Canonicalised","https://www.lupo.com.br/meninas","","index, follow","","https://www.lupo.com.br/meninas?page=2","","",""
"https://www.lupo.com.br/pijama-lupo-kf-abotoado-22623-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-kf-abotoado-22623-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-kf-longo-jogger-22620-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-kf-longo-jogger-22620-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-ku-sap-anti-02286-002/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-ku-sap-anti-02286-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-disney-kids-unissex-divertida-mente--02403-001/p","1","Indexable","","https://www.lupo.com.br/meia-disney-kids-unissex-divertida-mente--02403-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/pijamas","1","Indexable","","https://www.lupo.com.br/meninas/pijamas","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-af-leve-meia-estacao-24646-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-af-leve-meia-estacao-24646-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/calcinhas","1","Indexable","","https://www.lupo.com.br/meninas/calcinhas","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-km-curto-milk-20687-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-km-curto-milk-20687-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/meias","1","Indexable","","https://www.lupo.com.br/meninas/meias","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-af-shdoll-24243-003/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-af-shdoll-24243-003/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-am-longo-familia-cinema-28686-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-am-longo-familia-cinema-28686-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-af-longo-canelado-24607-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-af-longo-canelado-24607-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/cueca-lupo-km-boxer-kit2-00141-088/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-km-boxer-kit2-00141-088/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-km-sport-kit2-02727-088/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-km-sport-kit2-02727-088/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninos/meias","1","Indexable","","https://www.lupo.com.br/meninos/meias","","index, follow","","https://www.lupo.com.br/meninos/meias?page=2","","",""
"https://www.lupo.com.br/cueca-lupo-km-boxer-microf-00132-002/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-km-boxer-microf-00132-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/beachwear","1","Indexable","","https://www.lupo.com.br/beachwear","","index, follow","","","","",""
"https://www.lupo.com.br/boxer-lupo-kids-algodo-c-elastano-00151-011/p","1","Indexable","","https://www.lupo.com.br/boxer-lupo-kids-algodo-c-elastano-00151-011/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-km-sport-kit3-02725-089/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-km-sport-kit3-02725-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/cueca-lupo-km-boxer-microf-00136-001/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-km-boxer-microf-00136-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninos/pijama","1","Indexable","","https://www.lupo.com.br/meninos/pijama","","index, follow","","","","",""
"https://www.lupo.com.br/cueca-lupo-km-boxer-00137-010/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-km-boxer-00137-010/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-af-kit3-04536-089/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-af-kit3-04536-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit3-18101-089/p","1","Indexable","","https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit3-18101-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninos/cuecas","1","Indexable","","https://www.lupo.com.br/meninos/cuecas","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-au-sport-kit3-03270-089/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-au-sport-kit3-03270-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-am-sport-kit3-03292-089/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-am-sport-kit3-03292-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/cueca-lupo-am-boxer-kit2-00784-088/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-am-boxer-kit2-00784-088/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-au-walk-kit3-03225-089/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-au-walk-kit3-03225-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/cueca-lupo-am-slip-kit3-00515-089/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-am-slip-kit3-00515-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-ku-kit2-02835-088/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-ku-kit2-02835-088/p","","index, follow","","","","",""
"https://www.lupo.com.br/kits?map=productclusternames","1","Non-Indexable","Canonicalised","https://www.lupo.com.br/kits","","index, follow","","https://www.lupo.com.br/kits?page=2","","",""
"https://www.lupo.com.br/meia-disney-ku-mickey-02300-292/p","1","Indexable","","https://www.lupo.com.br/meia-disney-ku-mickey-02300-292/p","","index, follow","","","","",""
"https://www.lupo.com.br/geral?map=productclusternames","1","Indexable","","https://www.lupo.com.br/geral?map=productclusternames","","index, follow","","https://www.lupo.com.br/geral?map=productclusternames&page=2","","",""
"https://www.lupo.com.br/robe-modal-exclusivo-feminino-lupo/p","1","Indexable","","https://www.lupo.com.br/robe-modal-exclusivo-feminino-lupo/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-ku-felpa-cano-mdio-03701-002/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-ku-felpa-cano-mdio-03701-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-km-02728-002/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-km-02728-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-disney-au-toy-story-16990-039/p","1","Indexable","","https://www.lupo.com.br/meia-disney-au-toy-story-16990-039/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-modal-exclusivo-masculino-lupo/p","1","Indexable","","https://www.lupo.com.br/pijama-modal-exclusivo-masculino-lupo/p","","index, follow","","","","",""
"https://www.lupo.com.br/calcinha-loba-basica-sem-costura/p","1","Indexable","","https://www.lupo.com.br/calcinha-loba-basica-sem-costura/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-af-shdoll-modal-floral-24595-900/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-af-shdoll-modal-floral-24595-900/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-disney-km-cars-02230-130/p","1","Indexable","","https://www.lupo.com.br/meia-disney-km-cars-02230-130/p","","index, follow","","","","",""
"https://www.lupo.com.br/calcinha-curve-sem-costura-40378-001/p","1","Indexable","","https://www.lupo.com.br/calcinha-curve-sem-costura-40378-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/blusa-loba-af-basica-41600-001/p","1","Indexable","","https://www.lupo.com.br/blusa-loba-af-basica-41600-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/calcinha-loba-af-biquini-basico-40400-001/p","1","Indexable","","https://www.lupo.com.br/calcinha-loba-af-biquini-basico-40400-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/feminino/pijamas","1","Indexable","","https://www.lupo.com.br/feminino/pijamas","","index, follow","","https://www.lupo.com.br/feminino/pijamas?page=2","","",""
"https://www.lupo.com.br/produtos/roupas-femininas","1","Indexable","","https://www.lupo.com.br/produtos/roupas-femininas","","index, follow","","https://www.lupo.com.br/produtos/roupas-femininas?page=2","","",""
"https://www.lupo.com.br/blusa-loba-af-warm-g-a-45264-001/p","1","Indexable","","https://www.lupo.com.br/blusa-loba-af-warm-g-a-45264-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/suti-curve-sem-costura-41378-001/p","1","Indexable","","https://www.lupo.com.br/suti-curve-sem-costura-41378-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos","1","Indexable","","https://www.lupo.com.br/produtos","","index, follow","","https://www.lupo.com.br/produtos?page=2","","",""
"https://www.lupo.com.br/feminino/modeladores","1","Indexable","","https://www.lupo.com.br/feminino/modeladores","","index, follow","","","","",""
"https://www.lupo.com.br/feminino/meias","1","Indexable","","https://www.lupo.com.br/feminino/meias","","index, follow","","https://www.lupo.com.br/feminino/meias?page=2","","",""
"https://www.lupo.com.br/feminino/sutia","1","Indexable","","https://www.lupo.com.br/feminino/sutia","","index, follow","","","","",""
"https://www.lupo.com.br/feminino/calcinhas","1","Indexable","","https://www.lupo.com.br/feminino/calcinhas","","index, follow","","https://www.lupo.com.br/feminino/calcinhas?page=2","","",""
"https://www.lupo.com.br/calcinha-loba-af-f-dental-bas-40600-001/p","1","Indexable","","https://www.lupo.com.br/calcinha-loba-af-f-dental-bas-40600-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/t-shirt-micromodal-unissex-sem-costura-75044-900/p","1","Indexable","","https://www.lupo.com.br/t-shirt-micromodal-unissex-sem-costura-75044-900/p","","index, follow","","","","",""
"https://www.lupo.com.br/masculino/cuecas/samba-cancao","1","Indexable","","https://www.lupo.com.br/masculino/cuecas/samba-cancao","","index, follow","","","","",""
"https://www.lupo.com.br/boxer-algodo-com-elastano-00784-068/p","1","Indexable","","https://www.lupo.com.br/boxer-algodo-com-elastano-00784-068/p","","index, follow","","","","",""
"https://www.lupo.com.br/masculino/meias","1","Indexable","","https://www.lupo.com.br/masculino/meias","","index, follow","","https://www.lupo.com.br/masculino/meias?page=2","","",""
"https://www.lupo.com.br/boxer-algodo-com-elastano-00784-069/p","1","Indexable","","https://www.lupo.com.br/boxer-algodo-com-elastano-00784-069/p","","index, follow","","","","",""
"https://www.lupo.com.br/masculino/pijamas","1","Indexable","","https://www.lupo.com.br/masculino/pijamas","","index, follow","","","","",""
"https://www.lupo.com.br/boxer-bambu-sem-costura-18471-002/p","1","Indexable","","https://www.lupo.com.br/boxer-bambu-sem-costura-18471-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/cueca-lupo-am-boxer-microf-00671-002/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-am-boxer-microf-00671-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/roupas","1","Indexable","","https://www.lupo.com.br/produtos/roupas","","index, follow","","https://www.lupo.com.br/produtos/roupas?page=2","","",""
"https://www.lupo.com.br/cueca-lupo-am-boxer-00784-016/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-am-boxer-00784-016/p","","index, follow","","","","",""
"https://www.lupo.com.br/cueca-lupo-boxer-microf-00436-002/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-boxer-microf-00436-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-am-curto-modal-28662-900-outlet/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-am-curto-modal-28662-900-outlet/p","","index, follow","","","","",""
"https://www.lupo.com.br/masculino/meias/urban","1","Indexable","","https://www.lupo.com.br/masculino/meias/urban","","index, follow","","","","",""
"https://www.lupo.com.br/blusa-decote-quadrado-sem-costura-45297-001-outlet/p","1","Indexable","","https://www.lupo.com.br/blusa-decote-quadrado-sem-costura-45297-001-outlet/p","","index, follow","","","","",""
"https://www.lupo.com.br/blusa-regata-ribana-feminina-lupo-45296-001-outlet/p","1","Indexable","","https://www.lupo.com.br/blusa-regata-ribana-feminina-lupo-45296-001-outlet/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-calca-disney-bf-lobinha-02527-009-outlet-outlet/p","1","Indexable","","https://www.lupo.com.br/meia-calca-disney-bf-lobinha-02527-009-outlet-outlet/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-disney-bu-star-wars-02083-001-outlet-outlet/p","1","Indexable","","https://www.lupo.com.br/meia-disney-bu-star-wars-02083-001-outlet-outlet/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-kf-02680-302-outlet/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-kf-02680-302-outlet/p","","index, follow","","","","",""
"https://www.lupo.com.br/suti-rib-sem-costura-41380-001-outlet/p","1","Indexable","","https://www.lupo.com.br/suti-rib-sem-costura-41380-001-outlet/p","","index, follow","","","","",""
"https://www.lupo.com.br/meia-marvel-km-vingadores-02451-012-outlet/p","1","Indexable","","https://www.lupo.com.br/meia-marvel-km-vingadores-02451-012-outlet/p","","index, follow","","","","",""
"https://www.lupo.com.br/boxer-micromodal-com-elastano-18474-001/p","1","Indexable","","https://www.lupo.com.br/boxer-micromodal-com-elastano-18474-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/boxer-lupo-kids-sem-costura-00137-030/p","1","Indexable","","https://www.lupo.com.br/boxer-lupo-kids-sem-costura-00137-030/p","","index, follow","","","","",""
"https://www.lupo.com.br/sunga-lupo-kids-algodo-com-elastano-00380-001/p","1","Indexable","","https://www.lupo.com.br/sunga-lupo-kids-algodo-com-elastano-00380-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninos/cuecas/slip","1","Indexable","","https://www.lupo.com.br/meninos/cuecas/slip","","index, follow","","","","",""
"https://www.lupo.com.br/cueca-lupo-km-boxer-00141-003/p","1","Indexable","","https://www.lupo.com.br/cueca-lupo-km-boxer-00141-003/p","","index, follow","","","","",""
"https://www.lupo.com.br/cueca-disney-slip-kit-com-3-unidades-00111-089/p","1","Indexable","","https://www.lupo.com.br/cueca-disney-slip-kit-com-3-unidades-00111-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/Adulto/Feminino?PS=12&map=c,specificationFilter_27,specificationFilter_30","1","Non-Indexable","Canonicalised","https://www.lupo.com.br/produtos?map=c%2CspecificationFilter_27%2CspecificationFilter_30","","index, follow","","https://www.lupo.com.br/produtos?map=c%2CspecificationFilter_27%2CspecificationFilter_30&page=2","","",""
"https://www.lupo.com.br/meninos/cuecas/boxer","1","Indexable","","https://www.lupo.com.br/meninos/cuecas/boxer","","index, follow","","","","",""
"https://www.lupo.com.br/slip-lupo-kids-algodo-00361-002/p","1","Indexable","","https://www.lupo.com.br/slip-lupo-kids-algodo-00361-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-km-curto-robots-20620-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-km-curto-robots-20620-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-km-manga-longa-20632-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-km-manga-longa-20632-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/meias/soquetes","1","Indexable","","https://www.lupo.com.br/produtos/meias/soquetes","","index, follow","","https://www.lupo.com.br/produtos/meias/soquetes?page=2","","",""
"https://www.lupo.com.br/pijama-curto-km-dino-20614-001-outlet/p","1","Indexable","","https://www.lupo.com.br/pijama-curto-km-dino-20614-001-outlet/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-curto-km-lupo-natal-cats-20673-900/p","1","Indexable","","https://www.lupo.com.br/pijama-curto-km-lupo-natal-cats-20673-900/p","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-km-longo-dinos-20646-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-km-longo-dinos-20646-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/feminino/calcinhas/tanga","1","Indexable","","https://www.lupo.com.br/feminino/calcinhas/tanga","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-km-curto-20631-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-km-curto-20631-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/pijamas/kids/curtos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Non-Indexable","Canonicalised","https://www.lupo.com.br/produtos/pijamas/kids?map=category-1%2Ccategory-2%2Cfaixa-etaria%2Cmodelo%2Cgenero","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-curto-km-recortes-20608-001/p","1","Indexable","","https://www.lupo.com.br/pijama-curto-km-recortes-20608-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Non-Indexable","Canonicalised","https://www.lupo.com.br/produtos/pijamas/kids?map=category-1%2Ccategory-2%2Cfaixa-etaria%2Cmodelo%2Cgenero","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-km-longo-moletinho-20647-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-km-longo-moletinho-20647-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/sunga-lupo-km-recorte-28964-002/p","1","Indexable","","https://www.lupo.com.br/sunga-lupo-km-recorte-28964-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/sunga-lupo-estampada-28965-007/p","1","Indexable","","https://www.lupo.com.br/sunga-lupo-estampada-28965-007/p","","index, follow","","","","",""
"https://www.lupo.com.br/sunga-lupo-boxer-recorte-28981-002/p","1","Indexable","","https://www.lupo.com.br/sunga-lupo-boxer-recorte-28981-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninos/beachwear/shorts","1","Indexable","","https://www.lupo.com.br/meninos/beachwear/shorts","","index, follow","","","","",""
"https://www.lupo.com.br/sunga-lupo-boxer-estampada-28968-007/p","1","Indexable","","https://www.lupo.com.br/sunga-lupo-boxer-estampada-28968-007/p","","index, follow","","","","",""
"https://www.lupo.com.br/short-magic-print-beachwear-lupo-kids-29008-001/p","1","Indexable","","https://www.lupo.com.br/short-magic-print-beachwear-lupo-kids-29008-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/sunga-lupo-boxer-lisa-28966-001/p","1","Indexable","","https://www.lupo.com.br/sunga-lupo-boxer-lisa-28966-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/sunga-lupo-lisa-28963-001/p","1","Indexable","","https://www.lupo.com.br/sunga-lupo-lisa-28963-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/beachwear","1","Indexable","","https://www.lupo.com.br/produtos/beachwear","","index, follow","","https://www.lupo.com.br/produtos/beachwear?page=2","","",""
"https://www.lupo.com.br/meia-lupo-km-basica-kit2-02830-088/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-km-basica-kit2-02830-088/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninos/meias/urban","1","Indexable","","https://www.lupo.com.br/meninos/meias/urban","","index, follow","","","","",""
"https://www.lupo.com.br/meninos/meias/soquete","1","Indexable","","https://www.lupo.com.br/meninos/meias/soquete","","index, follow","","","","",""
"https://www.lupo.com.br/meninos/meias/esportivas","1","Indexable","","https://www.lupo.com.br/meninos/meias/esportivas","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/cuecas","1","Indexable","","https://www.lupo.com.br/produtos/cuecas","","index, follow","","https://www.lupo.com.br/produtos/cuecas?page=2","","",""
"https://www.lupo.com.br/meia-lupo-km-sport-02725-005/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-km-sport-02725-005/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/cuecas/boxer","1","Indexable","","https://www.lupo.com.br/produtos/cuecas/boxer","","index, follow","","https://www.lupo.com.br/produtos/cuecas/boxer?page=2","","",""
"https://www.lupo.com.br/meia-disney-kf-filme-moana-2-02256-001/p","1","Indexable","","https://www.lupo.com.br/meia-disney-kf-filme-moana-2-02256-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/pijamas/curtos","1","Indexable","","https://www.lupo.com.br/produtos/pijamas/curtos","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/meias/cano-invisivel","1","Indexable","","https://www.lupo.com.br/meninas/meias/cano-invisivel","","index, follow","","","","",""
"https://www.lupo.com.br/meia-smurfs-kf-14050-002/p","1","Indexable","","https://www.lupo.com.br/meia-smurfs-kf-14050-002/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/meias/urban","1","Indexable","","https://www.lupo.com.br/meninas/meias/urban","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-ku-02835-005/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-ku-02835-005/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/meias/com-solado","1","Indexable","","https://www.lupo.com.br/meninas/meias/com-solado","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/meias/soquete","1","Indexable","","https://www.lupo.com.br/meninas/meias/soquete","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/meias/cano-medio","1","Indexable","","https://www.lupo.com.br/meninas/meias/cano-medio","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-kf-aplicativo-02685-012/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-kf-aplicativo-02685-012/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/meias/sapatilha","1","Indexable","","https://www.lupo.com.br/meninas/meias/sapatilha","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/meia-calca","1","Indexable","","https://www.lupo.com.br/meninas/meia-calca","","index, follow","","https://www.lupo.com.br/meninas/meia-calca?page=2","","",""
"https://www.lupo.com.br/meninas/meias/cano-curto","1","Indexable","","https://www.lupo.com.br/meninas/meias/cano-curto","","index, follow","","","","",""
"https://www.lupo.com.br/meia-lupo-ku-home-socks-02940-015/p","1","Indexable","","https://www.lupo.com.br/meia-lupo-ku-home-socks-02940-015/p","","index, follow","","","","",""
"https://www.lupo.com.br/meninas/meias/cano-longo","1","Indexable","","https://www.lupo.com.br/meninas/meias/cano-longo","","index, follow","","","","",""
"https://www.lupo.com.br/calcinha-disney-kf-frozen-kit3-18202-089/p","1","Indexable","","https://www.lupo.com.br/calcinha-disney-kf-frozen-kit3-18202-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/lingerie/kit-com-3","1","Indexable","","https://www.lupo.com.br/produtos/lingerie/kit-com-3","","index, follow","","","","",""
"https://www.lupo.com.br/top-lobinha-kf-sc-18700-001/p","1","Indexable","","https://www.lupo.com.br/top-lobinha-kf-sc-18700-001/p","","index, follow","","","","",""
"https://www.lupo.com.br/calcinha-disney-kf-princesas-k3-18201-089/p","1","Indexable","","https://www.lupo.com.br/calcinha-disney-kf-princesas-k3-18201-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/calcinha-lobinha-kf-estampada-k3-18110-089/p","1","Indexable","","https://www.lupo.com.br/calcinha-lobinha-kf-estampada-k3-18110-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit3-18102-089/p","1","Indexable","","https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit3-18102-089/p","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/lingerie","1","Indexable","","https://www.lupo.com.br/produtos/lingerie","","index, follow","","https://www.lupo.com.br/produtos/lingerie?page=2","","",""
"https://www.lupo.com.br/feminino/sutia/top","1","Indexable","","https://www.lupo.com.br/feminino/sutia/top","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Non-Indexable","Canonicalised","https://www.lupo.com.br/produtos/pijamas/kids?map=category-1%2Ccategory-2%2Cfaixa-etaria%2Cmodelo%2Cgenero","","index, follow","","","","",""
"https://www.lupo.com.br/produtos/pijamas/longos","1","Indexable","","https://www.lupo.com.br/produtos/pijamas/longos","","index, follow","","","","",""
"https://www.lupo.com.br/pijama-lupo-kf-moletom-22622-001/p","1","Indexable","","https://www.lupo.com.br/pijama-lupo-kf-moletom-22622-001/p","","index, follow","","","","",""
