"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://www.lupo.com.br/meia-lupo-au-walk-kit3-03225-089/p","1","Kit 3 Pares Meia Cano Curto Lupo Walk Algodão - Lupo","52","488","Indexable",""
"https://www.lupo.com.br/cueca-lupo-am-slip-kit3-00515-089/p","1","Kit com 3 Cuecas Adulto Slip Algodão Mini Logo Lupo - Lupo","58","536","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-kit2-02835-088/p","1","Meia Lupo KU Kit2 - Lupo","24","225","Indexable",""
"https://www.lupo.com.br/kits?map=productclusternames","1","Economize com KITS de meias, cuecas, calcinhas e camisetas","58","555","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/meia-disney-ku-mickey-02300-292/p","1","Meia Disney KU MICKEY - Lupo","28","275","Indexable",""
"https://www.lupo.com.br/geral?map=productclusternames","1","Geral - Lupo","12","108","Indexable",""
"https://www.lupo.com.br/robe-modal-exclusivo-feminino-lupo/p","1","Lupo","4","44","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-felpa-cano-mdio-03701-002/p","1","Meia Lupo KU Felpa Cano Médio - Lupo","36","349","Indexable",""
"https://www.lupo.com.br/meia-lupo-km-02728-002/p","1","Meia Lupo KM - Lupo","19","188","Indexable",""
"https://www.lupo.com.br/meia-disney-au-toy-story-16990-039/p","1","Meia Disney AU Toy Story - Lupo","31","287","Indexable",""
"https://www.lupo.com.br/pijama-modal-exclusivo-masculino-lupo/p","1","Lupo","4","44","Indexable",""
"https://www.lupo.com.br/calcinha-loba-basica-sem-costura/p","1","Calcinha Básica Loba Microfibra Clássica Lupo - Lupo","52","475","Indexable",""
"https://www.lupo.com.br/pijama-lupo-af-shdoll-modal-floral-24595-900/p","1","Pijama Lupo AF Sh.Doll Modal Floral - Lupo","42","383","Indexable",""
"https://www.lupo.com.br/meia-disney-km-cars-02230-130/p","1","Meia Disney KM CARS - Lupo","26","258","Indexable",""
"https://www.lupo.com.br/calcinha-curve-sem-costura-40378-001/p","1","Calcinha Sem Costura Curve Ajuste Perfeito no Corpo - Lupo","58","539","Indexable",""
"https://www.lupo.com.br/blusa-loba-af-basica-41600-001/p","1","Regata Feminina Básica Microfibra Sem Costura | Lupo - Lupo","59","551","Indexable",""
"https://www.lupo.com.br/calcinha-loba-af-biquini-basico-40400-001/p","1","Calcinha Biquini Microfibra Loba Básica - Lupo","46","411","Indexable",""
"https://www.lupo.com.br/feminino/pijamas","1","Pijamas Femininos, Camisola, Baby Doll, Pijama Infantil | Lupo","62","553","Indexable",""
"https://www.lupo.com.br/produtos/roupas-femininas","1","Blusas e Body Femininos em até 6x sem juros! | Lupo - Lupo","58","532","Indexable",""
"https://www.lupo.com.br/blusa-loba-af-warm-g-a-45264-001/p","1","Blusa Feminina Adulto Manga Longa Canelada Warm Loba - Lupo","59","583","Indexable",""
"https://www.lupo.com.br/suti-curve-sem-costura-41378-001/p","1","Sutiã Curve Sem Costura - Lupo","30","284","Indexable",""
"https://www.lupo.com.br/produtos","1","Produtos - Lupo","15","141","Indexable",""
"https://www.lupo.com.br/feminino/modeladores","1","Cintas, Body e Bermudas Modeladoras | Lupo","42","401","Indexable",""
"https://www.lupo.com.br/feminino/meias","1","Meias Femininas: Soquete, Sapatilha, Antiderrapante e Outras | Lupo","67","612","Indexable",""
"https://www.lupo.com.br/feminino/sutia","1","Sutiãs Femininos | Lupo","23","213","Indexable",""
"https://www.lupo.com.br/feminino/calcinhas","1","Calcinhas Femininas | Lupo","26","244","Indexable",""
"https://www.lupo.com.br/calcinha-loba-af-f-dental-bas-40600-001/p","1","Calcinha Fio Dental Microfibra Lisa Loba Elastano - Lupo","56","501","Indexable",""
"https://www.lupo.com.br/t-shirt-micromodal-unissex-sem-costura-75044-900/p","1","T-Shirt Micromodal Unissex Sem Costura - Lupo","45","427","Indexable",""
"https://www.lupo.com.br/masculino/cuecas/samba-cancao","1","Cuecas Samba Canção em Diversas Cores, Lisa ou Estampada | Lupo","63","617","Indexable",""
"https://www.lupo.com.br/boxer-algodo-com-elastano-00784-068/p","1","Boxer Algodão com elastano - Lupo","33","315","Indexable",""
"https://www.lupo.com.br/masculino/meias","1","Compre Meias Masculinas | Lupo","30","295","Indexable",""
"https://www.lupo.com.br/boxer-algodo-com-elastano-00784-069/p","1","Boxer Algodão com elastano - Lupo","33","315","Indexable",""
"https://www.lupo.com.br/masculino/pijamas","1","Pijamas Masculinos Curtos ou Longos: Conforto e Comodidade | Lupo","65","621","Indexable",""
"https://www.lupo.com.br/boxer-bambu-sem-costura-18471-002/p","1","Boxer Bambu Sem Costura - Lupo","30","300","Indexable",""
"https://www.lupo.com.br/cueca-lupo-am-boxer-microf-00671-002/p","1","Cueca Lupo Microfibra Boxer Cós Com Chanfro - Lupo","50","479","Indexable",""
"https://www.lupo.com.br/produtos/roupas","1","Roupas - Lupo","13","126","Indexable",""
"https://www.lupo.com.br/cueca-lupo-am-boxer-00784-016/p","1","Cueca Boxer Algodão Cós Double Colors  | Lupo - Lupo","52","477","Indexable",""
"https://www.lupo.com.br/cueca-lupo-boxer-microf-00436-002/p","1","Cueca Boxer Microfibra Cós Listras | Lupo - Lupo","48","432","Indexable",""
"https://www.lupo.com.br/pijama-lupo-am-curto-modal-28662-900-outlet/p","1","Pijama Adulto Lupo Curto Modal - Lupo","37","349","Indexable",""
"https://www.lupo.com.br/masculino/meias/urban","1","Urban - Lupo","12","113","Indexable",""
"https://www.lupo.com.br/blusa-decote-quadrado-sem-costura-45297-001-outlet/p","1","Blusa Decote Quadrado Sem Costura - Lupo","40","390","Indexable",""
"https://www.lupo.com.br/blusa-regata-ribana-feminina-lupo-45296-001-outlet/p","1","Blusa Regata Ribana Feminina Lupo - Lupo","40","380","Indexable",""
"https://www.lupo.com.br/meia-calca-disney-bf-lobinha-02527-009-outlet-outlet/p","1","Meia-Calca Disney BF Lobinha - Lupo","35","328","Indexable",""
"https://www.lupo.com.br/meia-disney-bu-star-wars-02083-001-outlet-outlet/p","1","Meia Disney BU Star Wars - Lupo","31","291","Indexable",""
"https://www.lupo.com.br/meia-lupo-kf-02680-302-outlet/p","1","Meia Lupo KF - Lupo","19","182","Indexable",""
"https://www.lupo.com.br/suti-rib-sem-costura-41380-001-outlet/p","1","Sutiã Rib Sem Costura - Lupo","28","260","Indexable",""
"https://www.lupo.com.br/meia-marvel-km-vingadores-02451-012-outlet/p","1","Meia Marvel KM Vingadores - Lupo","32","311","Indexable",""
"https://www.lupo.com.br/boxer-micromodal-com-elastano-18474-001/p","1","Boxer Micromodal com elastano - Lupo","36","348","Indexable",""
"https://www.lupo.com.br/boxer-lupo-kids-sem-costura-00137-030/p","1","Boxer Lupo Kids Sem Costura - Lupo","34","325","Indexable",""
"https://www.lupo.com.br/sunga-lupo-kids-algodo-com-elastano-00380-001/p","1","Sunga Lupo Kids Algodão com Elastano - Lupo","43","413","Indexable",""
