"Address","Occurrences","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","HTTP Canonical","Indexability","Indexability Status"
"https://www.lupo.com.br/pijama-curto-km-lupo-natal-cats-20673-900/p","1","index, follow","","","https://www.lupo.com.br/pijama-curto-km-lupo-natal-cats-20673-900/p","","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-longo-dinos-20646-001/p","1","index, follow","","","https://www.lupo.com.br/pijama-lupo-km-longo-dinos-20646-001/p","","Indexable",""
"https://www.lupo.com.br/feminino/calcinhas/tanga","1","index, follow","","","https://www.lupo.com.br/feminino/calcinhas/tanga","","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-curto-20631-001/p","1","index, follow","","","https://www.lupo.com.br/pijama-lupo-km-curto-20631-001/p","","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/curtos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","index, follow","","","https://www.lupo.com.br/produtos/pijamas/kids?map=category-1%2Ccategory-2%2Cfaixa-etaria%2Cmodelo%2Cgenero","","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-curto-km-recortes-20608-001/p","1","index, follow","","","https://www.lupo.com.br/pijama-curto-km-recortes-20608-001/p","","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","index, follow","","","https://www.lupo.com.br/produtos/pijamas/kids?map=category-1%2Ccategory-2%2Cfaixa-etaria%2Cmodelo%2Cgenero","","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-lupo-km-longo-moletinho-20647-001/p","1","index, follow","","","https://www.lupo.com.br/pijama-lupo-km-longo-moletinho-20647-001/p","","Indexable",""
"https://www.lupo.com.br/sunga-lupo-km-recorte-28964-002/p","1","index, follow","","","https://www.lupo.com.br/sunga-lupo-km-recorte-28964-002/p","","Indexable",""
"https://www.lupo.com.br/sunga-lupo-estampada-28965-007/p","1","index, follow","","","https://www.lupo.com.br/sunga-lupo-estampada-28965-007/p","","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-recorte-28981-002/p","1","index, follow","","","https://www.lupo.com.br/sunga-lupo-boxer-recorte-28981-002/p","","Indexable",""
"https://www.lupo.com.br/meninos/beachwear/shorts","1","index, follow","","","https://www.lupo.com.br/meninos/beachwear/shorts","","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-estampada-28968-007/p","1","index, follow","","","https://www.lupo.com.br/sunga-lupo-boxer-estampada-28968-007/p","","Indexable",""
"https://www.lupo.com.br/short-magic-print-beachwear-lupo-kids-29008-001/p","1","index, follow","","","https://www.lupo.com.br/short-magic-print-beachwear-lupo-kids-29008-001/p","","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-lisa-28966-001/p","1","index, follow","","","https://www.lupo.com.br/sunga-lupo-boxer-lisa-28966-001/p","","Indexable",""
"https://www.lupo.com.br/sunga-lupo-lisa-28963-001/p","1","index, follow","","","https://www.lupo.com.br/sunga-lupo-lisa-28963-001/p","","Indexable",""
"https://www.lupo.com.br/produtos/beachwear","1","index, follow","","","https://www.lupo.com.br/produtos/beachwear","","Indexable",""
"https://www.lupo.com.br/meia-lupo-km-basica-kit2-02830-088/p","1","index, follow","","","https://www.lupo.com.br/meia-lupo-km-basica-kit2-02830-088/p","","Indexable",""
"https://www.lupo.com.br/meninos/meias/urban","1","index, follow","","","https://www.lupo.com.br/meninos/meias/urban","","Indexable",""
"https://www.lupo.com.br/meninos/meias/soquete","1","index, follow","","","https://www.lupo.com.br/meninos/meias/soquete","","Indexable",""
"https://www.lupo.com.br/meninos/meias/esportivas","1","index, follow","","","https://www.lupo.com.br/meninos/meias/esportivas","","Indexable",""
"https://www.lupo.com.br/produtos/cuecas","1","index, follow","","","https://www.lupo.com.br/produtos/cuecas","","Indexable",""
"https://www.lupo.com.br/meia-lupo-km-sport-02725-005/p","1","index, follow","","","https://www.lupo.com.br/meia-lupo-km-sport-02725-005/p","","Indexable",""
"https://www.lupo.com.br/produtos/cuecas/boxer","1","index, follow","","","https://www.lupo.com.br/produtos/cuecas/boxer","","Indexable",""
"https://www.lupo.com.br/meia-disney-kf-filme-moana-2-02256-001/p","1","index, follow","","","https://www.lupo.com.br/meia-disney-kf-filme-moana-2-02256-001/p","","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/curtos","1","index, follow","","","https://www.lupo.com.br/produtos/pijamas/curtos","","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-invisivel","1","index, follow","","","https://www.lupo.com.br/meninas/meias/cano-invisivel","","Indexable",""
"https://www.lupo.com.br/meia-smurfs-kf-14050-002/p","1","index, follow","","","https://www.lupo.com.br/meia-smurfs-kf-14050-002/p","","Indexable",""
"https://www.lupo.com.br/meninas/meias/urban","1","index, follow","","","https://www.lupo.com.br/meninas/meias/urban","","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-02835-005/p","1","index, follow","","","https://www.lupo.com.br/meia-lupo-ku-02835-005/p","","Indexable",""
"https://www.lupo.com.br/meninas/meias/com-solado","1","index, follow","","","https://www.lupo.com.br/meninas/meias/com-solado","","Indexable",""
"https://www.lupo.com.br/meninas/meias/soquete","1","index, follow","","","https://www.lupo.com.br/meninas/meias/soquete","","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-medio","1","index, follow","","","https://www.lupo.com.br/meninas/meias/cano-medio","","Indexable",""
"https://www.lupo.com.br/meia-lupo-kf-aplicativo-02685-012/p","1","index, follow","","","https://www.lupo.com.br/meia-lupo-kf-aplicativo-02685-012/p","","Indexable",""
"https://www.lupo.com.br/meninas/meias/sapatilha","1","index, follow","","","https://www.lupo.com.br/meninas/meias/sapatilha","","Indexable",""
"https://www.lupo.com.br/meninas/meia-calca","1","index, follow","","","https://www.lupo.com.br/meninas/meia-calca","","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-curto","1","index, follow","","","https://www.lupo.com.br/meninas/meias/cano-curto","","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-home-socks-02940-015/p","1","index, follow","","","https://www.lupo.com.br/meia-lupo-ku-home-socks-02940-015/p","","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-longo","1","index, follow","","","https://www.lupo.com.br/meninas/meias/cano-longo","","Indexable",""
"https://www.lupo.com.br/calcinha-disney-kf-frozen-kit3-18202-089/p","1","index, follow","","","https://www.lupo.com.br/calcinha-disney-kf-frozen-kit3-18202-089/p","","Indexable",""
"https://www.lupo.com.br/produtos/lingerie/kit-com-3","1","index, follow","","","https://www.lupo.com.br/produtos/lingerie/kit-com-3","","Indexable",""
"https://www.lupo.com.br/top-lobinha-kf-sc-18700-001/p","1","index, follow","","","https://www.lupo.com.br/top-lobinha-kf-sc-18700-001/p","","Indexable",""
"https://www.lupo.com.br/calcinha-disney-kf-princesas-k3-18201-089/p","1","index, follow","","","https://www.lupo.com.br/calcinha-disney-kf-princesas-k3-18201-089/p","","Indexable",""
"https://www.lupo.com.br/calcinha-lobinha-kf-estampada-k3-18110-089/p","1","index, follow","","","https://www.lupo.com.br/calcinha-lobinha-kf-estampada-k3-18110-089/p","","Indexable",""
"https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit3-18102-089/p","1","index, follow","","","https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit3-18102-089/p","","Indexable",""
"https://www.lupo.com.br/produtos/lingerie","1","index, follow","","","https://www.lupo.com.br/produtos/lingerie","","Indexable",""
"https://www.lupo.com.br/feminino/sutia/top","1","index, follow","","","https://www.lupo.com.br/feminino/sutia/top","","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","index, follow","","","https://www.lupo.com.br/produtos/pijamas/kids?map=category-1%2Ccategory-2%2Cfaixa-etaria%2Cmodelo%2Cgenero","","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/produtos/pijamas/longos","1","index, follow","","","https://www.lupo.com.br/produtos/pijamas/longos","","Indexable",""
"https://www.lupo.com.br/pijama-lupo-kf-moletom-22622-001/p","1","index, follow","","","https://www.lupo.com.br/pijama-lupo-kf-moletom-22622-001/p","","Indexable",""
