"Address","Content Type","Size (bytes)","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://lupo.vtexassets.com/arquivos/ids/355575-400-auto?v=639095241459500000&width=400&height=auto&aspect=true","image/png","103431","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355990-400-auto?v=639063525638570000&width=400&height=auto&aspect=true","image/png","99715","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355993-400-auto?v=639096138004270000&width=400&height=auto&aspect=true","image/png","82098","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355991-400-auto?v=639096138004270000&width=400&height=auto&aspect=true","image/png","77216","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355992-400-auto?v=639096138004270000&width=400&height=auto&aspect=true","image/png","99237","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/354088-400-auto?v=639095431386370000&width=400&height=auto&aspect=true","image/png","91161","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/354089-400-auto?v=639095431386500000&width=400&height=auto&aspect=true","image/png","87696","1","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/b646bc16-b44d-4079-9133-f8868701d99d___5bc1e0d47d611da6796abf8cf647d1ca.jpg","image/jpeg","320887","1","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/e9db4907-adf8-4075-a7d3-5bbaf6c51b4c___d754cebb840306b28da4be4145c7e2e6.jpg","image/jpeg","135715","1","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/15b0e176-8613-4ce4-b40f-ff3d35488afa___01e8bb23855017ff29e6c9f6da28126a.jpg","image/jpeg","183843","1","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/ee504d81-eb19-4b62-a65c-66749ff99878___6e858729ecfd03e3264244382d119190.jpg","image/jpeg","238671","1","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/623756f4-7bac-4fb9-9167-f9a743a77cb1___8691762237260211e9be1c121e532dde.jpg","image/jpeg","149811","1","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/4b43526a-734e-4a60-8cba-c0133da5c479___79fc78a10f6b91b0a0e54412f8e85278.jpg","image/jpeg","302461","1","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/342826/02256-001-1140-1.png?v=638950275763400000","image/png","248210","1","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/336965/02940-015-9970-1.png?v=638950275321670000","image/png","342709","3","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/337085/02685-012-1180-1.png?v=638950275330130000","image/png","332486","3","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/336618/02835-005-8020-1.png?v=638950275296100000","image/png","378012","5","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/352962-400-auto?v=639059992012670000&width=400&height=auto&aspect=true","image/png","113149","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/352959-400-auto?v=639059992012470000&width=400&height=auto&aspect=true","image/png","91862","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/352960-400-auto?v=639059992012600000&width=400&height=auto&aspect=true","image/png","84174","1","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/333331/18102-089-0900-1.png?v=638950275061700000","image/png","110705","2","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/361826/18110-089-0903-1.png?v=639089436931470000","image/png","386238","2","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/7d4cd4ec-6650-419f-9e19-00bd419e4a4d___005a1c2381e9a951a35b009ed463888b.jpg","image/jpeg","211726","1","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/342819/18201-089-0930-1.png?v=638950275762470000","image/png","361269","1","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/08c23c5e-cffe-4594-9733-e9be486b88df___470f9401d68a2226100a52af25abbc98.jpg","image/jpeg","193766","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/354142-400-auto?v=639095433513170000&width=400&height=auto&aspect=true","image/png","96878","1","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/350833/22674-900-1110-1.png?v=638956328850500000","image/png","444315","2","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/355307/22621-001-1830-1.png?v=639063523981200000","image/png","342240","1","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/350827/22673-900-1110-1.png?v=638956328829630000","image/png","451787","2","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/b3f4480d-5b0d-44e1-89c2-4960bbe383fa___c6e412adca551ff5bdbc623cafdb07ba.jpg","image/jpeg","159882","1","Indexable","",""
"https://lupoio.vtexassets.com/assets/vtex.file-manager-graphql/images/c610de54-0a2d-46a0-b50d-2c7e02aeb522___2b0aa0d2a4035d9d53be5b426e2fcd87.jpg","image/jpeg","160456","1","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/352115/22611-001-1830-1.png?v=638985560780170000","image/png","367163","2","Indexable","",""
"https://lupoio.vtexassets.com/arquivos/ids/356054/22622-001-5118-1.png?v=639063525799500000","image/png","336289","2","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/337287-400-auto?v=638950275343830000&width=400&height=auto&aspect=true","image/png","122877","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/341878-400-auto?v=638950275692200000&width=400&height=auto&aspect=true","image/png","71992","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355273-400-auto?v=639063523890000000&width=400&height=auto&aspect=true","image/png","84360","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/341915-400-auto?v=639119465921200000&width=400&height=auto&aspect=true","image/png","68611","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355274-400-auto?v=639138353021900000&width=400&height=auto&aspect=true","image/png","85234","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355275-400-auto?v=639138353022030000&width=400&height=auto&aspect=true","image/png","83393","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355276-400-auto?v=639138353022070000&width=400&height=auto&aspect=true","image/png","81697","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355323-400-auto?v=639138352637400000&width=400&height=auto&aspect=true","image/png","116247","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355326-400-auto?v=639138352637700000&width=400&height=auto&aspect=true","image/png","115831","1","Indexable","",""
"https://lupo.vtexassets.com/arquivos/ids/355322-400-auto?v=639063524017970000&width=400&height=auto&aspect=true","image/png","113916","1","Indexable","",""
