"Address","Status Code","Title 1","Indexability","Indexability Status"
"https://teksea.net/","200","TekSea — Soluções inteligentes em energia","Indexable",""
"https://teksea.net/mercados-que-atendemos/hidroeletrica/","200","Arquivo de Hidroelétrica — TekSea","Indexable",""
"https://teksea.net/produto/tekpower-scr/","200","SCR – Retificador / Carregador Tiristorizado — TekSea","Indexable",""
"https://teksea.net/produtos/","200","Produtos — TekSea","Indexable",""
"https://teksea.net/subcategoria/tiristorizados-scr/","200","Arquivo de Tiristorizados SCR — TekSea","Indexable",""
"https://teksea.net/eventos/flibs-fort-lauderdale-international-boat-show/","200","FLIBS Fort Lauderdale International Boat Show — TekSea","Indexable",""
"https://teksea.net/eventos/international-workboat-show/","200","International WorkBoat Show — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/telecomunicacoes/","200","Arquivo de Telecomunicações — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/petroleo-gas/","200","Arquivo de Petróleo & Gás — TekSea","Indexable",""
"https://teksea.net/subcategoria/gateways-proprietarios-multiprotocolos/","200","Arquivo de Gateways Proprietários – Multiprotocolos — TekSea","Indexable",""
"https://teksea.net/segmento/bombas-e-fluxometros/","200","Arquivo de Bombas e Fluxômetros — TekSea","Indexable",""
"https://teksea.net/subcategoria/parafuso-triplo/","200","Arquivo de Parafuso triplo — TekSea","Indexable",""
"https://teksea.net/subcategoria/ups-nobreak/","200","Arquivo de UPS (Nobreak) — TekSea","Indexable",""
"https://teksea.net/subcategoria/radio-telecom/","200","Arquivo de Rádio & Telecom — TekSea","Indexable",""
"https://teksea.net/eventos/nt-expo-negocios-nos-trilhos/","200","NT Expo – Negócios nos Trilhos — TekSea","Indexable",""
"https://teksea.net/produto/consoles-e-mesas-de-controle/","200","Consoles e mesas de controle — TekSea","Indexable",""
"https://teksea.net/produto/industria-paineis-de-distribuicao-eletrica/","200","Indústria | Painéis de Distribuição Elétrica — TekSea","Indexable",""
"https://teksea.net/subcategoria/baterias/","200","Arquivo de Baterias — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/saneamento/","200","Arquivo de Saneamento — TekSea","Indexable",""
"https://teksea.net/produto/iot-internet-of-things-skytek/","200","IoT | Internet of Things – Skytek — TekSea","Indexable",""
"https://teksea.net/produto/retificador-carregador-chaveado-tps125/","200","Retificador / Carregador Chaveado TPS 125 — TekSea","Indexable",""
"https://teksea.net/produto/gradil-tekbox-heavy-duty/","200","Gradil TekBox Heavy-Duty — TekSea","Indexable",""
"https://teksea.net/teksea-e-recertificada-na-iso-90012015-consolidando-seu-padrao-de-excelencia-em-qualidade/","200","TekSea é recertificada na ISO 9001:2015, consolidando seu padrão de excelência em qualidade. — TekSea","Indexable",""
"https://teksea.net/eventos/sc-expo-defense/","200","SC EXPO DEFENSE — TekSea","Indexable",""
"https://teksea.net/sobre-nos/","200","Sobre nós — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/transporte/","200","Arquivo de Transporte — TekSea","Indexable",""
"https://teksea.net/produto/thor-monitoramento-remoto/","200","THOR | Monitoramento remoto — TekSea","Indexable",""
"https://teksea.net/produto/bms-sistema-de-monitoramento-de-baterias/","200","BMS – Sistema de Monitoramento de Baterias — TekSea","Indexable",""
"https://teksea.net/investimentos-bacia-de-campos-setor-offshore/","200","Petrobras projeta futuro da Bacia de Campos com investimentos bilionários e novos projetos offshore — TekSea %","Indexable",""
"https://teksea.net/produto/tekleakage-monitoramento-de-isolacao-em-barramentos-eletricos/","200","TEKLEAKAGE | Monitoramento de isolação em barramentos elétricos — TekSea","Indexable",""
