"Address","Status Code","Title 1","Indexability","Indexability Status"
"https://teksea.net/produto/teknav-nlc-painel-luzes-de-navegacao-e-sinalizacao/","200","Teknav NLC | Painel Luzes de Navegação e Sinalização — TekSea","Indexable",""
"https://teksea.net/subcategoria/compactos-moveis/","200","Arquivo de Compactos / Móveis — TekSea","Indexable",""
"https://teksea.net/subcategoria/compactos/","301","","Non-Indexable","Redirected"
"https://teksea.net/mercados-que-atendemos/mobilidade-eletrica/","200","Arquivo de Mobilidade Elétrica — TekSea","Indexable",""
"https://teksea.net/documentacao/","200","Documentação — TekSea","Indexable",""
"https://teksea.net/subcategoria/conversor-estatico/","200","Arquivo de Conversor Estático — TekSea","Indexable",""
"https://teksea.net/auditoria-da-petrobras-e-concluida-com-sucesso-e-reforca-qualidade-da-teksea/","200","Auditoria da Petrobras é concluída com sucesso e reforça qualidade da TekSea. — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/defesa-seguranca/","200","Arquivo de Defesa & Segurança — TekSea","Indexable",""
"https://teksea.net/produto/kral-display-e-unidade-de-processamento-bem500/","200","KRAL Display e Unidade de Processamento BEM500 — TekSea","Indexable",""
"https://teksea.net/produto/ups-industrial-scr-igbt/","200","UPS Industrial SCR-IGBT — TekSea","Indexable",""
"https://teksea.net/produto/tms-1000-monitoracao-e-alarmes-de-tanques/","200","TMS-1000 Monitoração e Alarmes de Tanques — TekSea","Indexable",""
"https://teksea.net/cdn-cgi/l/email-protection","404","","Non-Indexable","Client Error"
"https://teksea.net/subcategoria/protecao/","200","Arquivo de Proteção — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/acucar-etanol/","200","Arquivo de Açúcar & Etanol — TekSea","Indexable",""
"https://teksea.net/segmento/automacao/","200","Arquivo de Automação — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/siderurgia-mineracao/","200","Arquivo de Siderurgia & Mineração — TekSea","Indexable",""
"https://teksea.net/noticias/","200","Notícias — TekSea","Indexable",""
"https://teksea.net/segmento/acessorios/","200","Arquivo de Acessórios — TekSea","Indexable",""
"https://teksea.net/produto/marine-paineis-distribuicao-principal-e-auxiliares/","200","MARINE | Painéis Distribuição Principal e Auxiliares — TekSea","Indexable",""
"https://teksea.net/produto/kral-estacoes-oleo-lubrificante/","200","KRAL | Estações Óleo Lubrificante — TekSea","Indexable",""
"https://teksea.net/produto/kral-bombas-serie-k/","200","KRAL Bombas | Série K — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/energia/","200","Arquivo de Energia — TekSea","Indexable",""
"https://teksea.net/subcategoria/inversor-cc-ca-com-chave-estatica/","200","Arquivo de Inversor CC/CA com Chave Estática — TekSea","Indexable",""
"https://teksea.net/produto/radares/","200","Radares — TekSea","Indexable",""
"https://teksea.net/produto/display-ecdis/","200","Display ECDIS — TekSea","Indexable",""
"https://teksea.net/produto/tekmation-iamcs-sistema-integrado-de-automacao/","200","Tekmation IAMCS | Sistema Integrado de Automação — TekSea","Indexable",""
"https://teksea.net/subcategoria/inversor-cc-ca","301","","Non-Indexable","Redirected"
"https://teksea.net/subcategoria/bombas-de-parafuso-duplo/","200","Arquivo de Bombas de Parafuso Duplo — TekSea","Indexable",""
"https://teksea.net/segmento/energia-critica/","200","Arquivo de Energia Crítica — TekSea","Indexable",""
"https://teksea.net/subcategoria/chaveados-modulares-tps/","200","Arquivo de Chaveados Modulares TPS — TekSea","Indexable",""
"https://teksea.net/produto/ams1024-modulo-para-monitoracao-e-alarmes/","200","AMS1024 | Módulo para Monitoração e Alarmes — TekSea","Indexable",""
"https://teksea.net/eventos/mostra-bid-brasil/","200","Mostra BID Brasil — TekSea","Indexable",""
"https://teksea.net/videos/teksea-telecom-energia-que-conecta-o-mundo/","200","TekSea Telecom – Energia que Conecta o Mundo! — TekSea","Indexable",""
"https://teksea.net/eventos/fiee-feira-internacional-da-industria-eletrica/","200","FIEE – Feira Internacional da Indústria Elétrica — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/papel-celulose/","200","Arquivo de Papel & Celulose — TekSea","Indexable",""
"https://teksea.net/produto/fire-system/","200","Fire System — TekSea","Indexable",""
"https://teksea.net/mercados-que-atendemos/naval-portos/","200","Arquivo de Naval & Portos — TekSea","Indexable",""
"https://teksea.net/produto/bnwas-bridge-navigational-watch-alarm-system/","200","BNWAS | Bridge Navigational Watch Alarm System — TekSea","Indexable",""
"https://teksea.net/produto/corenet-corebox-g2/","200","CoreNET Corebox-G2 — TekSea","Indexable",""
"https://teksea.net/produto/corebox-smart-g1/","200","CoreBox Smart G1 — TekSea","Indexable",""
"https://teksea.net/fale-conosco/","200","Fale Conosco — TekSea","Indexable",""
"https://teksea.net/produto/kral-fluxometro-serie-omp/","200","KRAL | Fluxometro Série OMP — TekSea","Indexable",""
"https://teksea.net/wp-content/uploads/2026/04/RelatorioIgualdadeSalarialLote_2026_1_12515928000198.pdf","200","","Indexable",""
"https://teksea.net/wp-content/uploads/2026/04/2-2025-Relatorio-Igualdade-Salarial.pdf","200","","Indexable",""
"https://teksea.net/wp-content/uploads/2026/04/1-2025-Relatorio-Igualdade-Salarial.pdf","200","Relatório PDF","Indexable",""
"https://teksea.net/videos/","200","Arquivo Vídeos — TekSea","Indexable",""
"https://teksea.net/produto/retificador-carregador-chaveado-tps-24/","200","Retificador / Carregador Chaveado TPS 24 — TekSea","Indexable",""
"https://teksea.net/videos/tekpower-scr-espanol-retificador-cargador/","200","TEKPOWER SCR (Español) | Retificador Cargador — TekSea","Indexable",""
"https://teksea.net/subcategoria/inversor-cc-ca/","200","Arquivo de Inversor CC/CA — TekSea","Indexable",""
"https://teksea.net/consolidacao-de-parceria-entre-empresas-enel-e-teksea/","200","Consolidação de parceria entre empresas Enel e Teksea — TekSea","Indexable",""
"https://teksea.net/atividades-no-navio-fsru-bw-magna-sob-um-novo-mundo-pos-virus/","200","Atividades no navio FSRU “BW Magna”, sob um “novo mundo – pós vírus” — TekSea","Indexable",""
"https://teksea.net/novo-navio-petroleiro-equipado-com-sistemas-teksea-rumo-a-fernando-de-noronha/","200","Novo navio petroleiro equipado com sistemas Teksea rumo a Fernando de Noronha — TekSea","Indexable",""
"https://teksea.net/produto/ccm-centro-de-controle-de-motores/","200","CCM | Centro de Controle de Motores — TekSea","Indexable",""
"https://teksea.net/teksea-entrega-sistemas-de-energia-controle-comunicacao-e-automacao-para-navio-de-transporte-de-combustiveis/","200","TEKSEA entrega sistemas de energia, controle, comunicação e automação para navio de transporte de combustíveis. — TekSea","Indexable",""
"https://teksea.net/noticias/page/2/","200","Notícias — Página 2 de 2 — TekSea","Indexable",""
"https://teksea.net/produto/retificador-carregador-chaveado-portatil-tps125-p/","200","Retificador / Carregador Chaveado Portátil TPS125-P — TekSea","Indexable",""
"https://teksea.net/central-de-documentos/?jsf=jet-engine&meta=pdf_tipo:manual","200","Central de Documentos — TekSea","Non-Indexable","Canonicalised"
"https://teksea.net/central-de-documentos/?jsf=jet-engine&meta=pdf_tipo:catalogo","200","Central de Documentos — TekSea","Non-Indexable","Canonicalised"
"https://teksea.net/2026/04/07/","200","7 de abril de 2026 — TekSea","Non-Indexable","noindex"
"https://teksea.net/videos/tekmation-thor-monitoramento-inteligente-para-telecomunicacoes/","200","Tekmation THOR | Monitoramento Inteligente para Telecomunicações — TekSea","Indexable",""
"https://teksea.net/produto/tekcharger-swm/","200","Tekcharger SWM — TekSea","Indexable",""
"https://teksea.net/videos/tekpower-tps-retificador-carregador/","200","TEKPOWER TPS | Retificador Carregador — TekSea","Indexable",""
"https://teksea.net/subcategoria/navegacao-e-comunicacao/","200","Arquivo de Navegação & Comunicação — TekSea","Indexable",""
"https://teksea.net/2026/03/25/","200","25 de março de 2026 — TekSea","Non-Indexable","noindex"
"https://teksea.net/produto/kral-bombas-z-series/","200","KRAL Bombas | Z Series — TekSea","Indexable",""
"https://teksea.net/produto/vhf-icom-m506/","200","VHF ICOM M506 — TekSea","Indexable",""
"https://teksea.net/produto/kral-bombas-serie-l/","200","KRAL Bombas | Série L — TekSea","Indexable",""
"https://teksea.net/produto/retificador-carregador-chaveado-tps-48/","200","Retificador / Carregador Chaveado TPS 48 — TekSea","Indexable",""
"https://teksea.net/produto/motor-h-eco/","200","Motor H-ECO — TekSea","Indexable",""
"https://teksea.net/entrega-de-sistemas-de-energia-a-eletrobras-furnas/","200","Entrega de sistemas de energia à Eletrobras Furnas — TekSea","Indexable",""
"https://teksea.net/teksea-obtem-certificacao-iso-450012018-e-fortalece-sua-cultura-de-saude-e-seguranca-no-trabalho/","200","TekSea obtém certificação ISO 45001:2018 e fortalece sua cultura de saúde e segurança no trabalho. — TekSea","Indexable",""
"https://teksea.net/teksea-conquista-certificacao-iso-140012015-e-reforca-seu-compromisso-com-a-sustentabilidade-e-a-gestao-ambiental-responsavel/","200","TekSea conquista certificação ISO 14001:2015 e reforça seu compromisso com a sustentabilidade e a gestão ambiental responsável. — TekSea","Indexable",""
"https://teksea.net/videos/tekpower-scr-retificador-carregador/","200","TEKPOWER SCR | Retificador Carregador — TekSea","Indexable",""
"https://teksea.net/produto/","301","","Non-Indexable","Redirected"
"https://teksea.net/produto/ups-industrial-full-igbt/","200","UPS Industrial Full-IGBT — TekSea","Indexable",""
"https://teksea.net/produto/ups-comercial/","200","UPS Comercial — TekSea","Indexable",""
"https://teksea.net/produto/conversor-estatico-de-frequencia-400hz/","200","Conversor Estático de Frequência 400Hz — TekSea","Indexable",""
"https://teksea.net/produto/inversor-cc-ca-rack-19/","200","Inversor CC/CA Rack 19'' — TekSea","Indexable",""
"https://teksea.net/produto/ups-modular/","200","UPS Modular — TekSea","Indexable",""
"https://teksea.net/produto/inversor-cc-ca-industrial/","200","Inversor CC/CA Industrial — TekSea","Indexable",""
"https://teksea.net/produto/kral-bombas-serie-c/","200","KRAL Bombas | Série C — TekSea","Indexable",""
"https://teksea.net/produto/wheelhouse-tekmation-computer-touch-screen/","200","Wheelhouse | Tekmation Computer Touch Screen — TekSea","Indexable",""
"https://teksea.net/central-de-documentos/","200","Central de Documentos — TekSea","Indexable",""
"https://teksea.net/carregador-24vcc-tekcharger/","404","","Non-Indexable","Client Error"
"https://teksea.net/sistema-controle-luminarias-duplas/","404","","Non-Indexable","Client Error"
"https://teksea.net/iamcs-sistema-automacao-integrada-de-monitoracao-e-controle/","404","","Non-Indexable","Client Error"
"https://teksea.net/teksea-entrega-1-dos-6-rebocadores-a-svitzer/","200","TEKSEA entrega 1° dos 6 rebocadores a SVITZER — TekSea","Indexable",""
"https://teksea.net/videos/tekpower-bki-sistemas-inversores-cc-ca-com-chave-estatica/","200","TEKPOWER BKI | SISTEMAS INVERSORES CC/CA COM CHAVE ESTÁTICA — TekSea","Indexable",""
"https://teksea.net/2026/02/26/","200","26 de fevereiro de 2026 — TekSea","Non-Indexable","noindex"
"https://teksea.net/videos/sistema-de-energia-para-telecomunicacoes-tekpower-by-teksea/","200","Sistema de Energia para Telecomunicações | TekPower by TekSea — TekSea","Indexable",""
