"Address","Content Type","Size (bytes)","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/fita-magica-lola-1200-x-1200px-sobre-o-produto-2ebf00dc341803b5c617828274469325-1024-1024.webp","image/webp","108422","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/fita-magica-lola-1200-x-1200px-produto-1-dd60719b0c085e3d6517828274467346-1024-1024.webp","image/webp","33436","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/fita-magica-lola-1200-x-1200px-sobre-o-produto-2ebf00dc341803b5c617828274469325-50-0.webp","image/webp","4524","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/categories/banner_site_lola_toque_macio_1580x220-2c777586e2b6fc9d6916275785413617-240-0.jpg","image/jpeg","8145","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/mesh-1000px-x-1000px-4ee8d7b29fb9aa8add17543105041473-50-0.webp","image/webp","4168","4","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/mesh-1000px-x-1000px-05-abc37662825050afa617543105038512-50-0.webp","image/webp","4102","4","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/mesh-1000px-x-1000px-03-a04848b6f85956384317543105034996-50-0.webp","image/webp","4292","4","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/mesh-1000px-x-1000px-03-a04848b6f85956384317543105034996-1024-1024.webp","image/webp","226864","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/mesh-1000px-x-1000px-4ee8d7b29fb9aa8add17543105041473-1024-1024.webp","image/webp","377084","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/mesh-detalhe-01-1000px-x-1000px-a12d9fd97a6c2e8cc017543105041471-1024-1024.webp","image/webp","339756","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/mesh-1000px-x-1000px-05-abc37662825050afa617543105038512-1024-1024.webp","image/webp","225686","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/mesh-detalhe-01-1000px-x-1000px-a12d9fd97a6c2e8cc017543105041471-50-0.webp","image/webp","4148","4","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/edf-90-cm-7d00a5aec6cd60b64a17550027225396-50-0.webp","image/webp","3546","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/edf-90-cm-7d00a5aec6cd60b64a17550027225396-1024-1024.webp","image/webp","20530","0","Indexable","",""
