"Type","From","To","Anchor Text","Alt Text","Follow","Target","Rel","Status Code","Status","Path Type","Link Path","Link Position","Link Origin","Size","Transferred"
"Hyperlink","https://lolaaviamentos.com.br/bordado1/termocolante/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/header/div/div[3]/div/div/ul/li[1]/a","Header","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/bordado1/termocolante/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[1]/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/bordado1/hidrossoluvel/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/header/div/div[3]/div/div/ul/li[1]/a","Header","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/bordado1/hidrossoluvel/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[1]/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/bordado1/rasgo-facil/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/header/div/div[3]/div/div/ul/li[1]/a","Header","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/bordado1/rasgo-facil/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[1]/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/entretela-de-memoria/preta/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/header/div/div[3]/div/div/ul/li[1]/a","Header","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/entretela-de-memoria/preta/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[1]/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/maquinas-acessorios/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/header/div/div[3]/div/div/ul/li[1]/a","Header","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/maquinas-acessorios/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[1]/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/produtos/entretelas-tecido-de-algodao-termocolante-etp-15m-x-100m/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/header/div/div[3]/div/div/ul/li[1]/a","Header","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/produtos/entretelas-tecido-de-algodao-termocolante-etp-15m-x-100m/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[1]/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/entretela-de-memoria/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/header/div/div[3]/div/div/ul/li[1]/a","Header","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/entretela-de-memoria/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[1]/a","Navigation","HTML","1103785","135671"
