"Address","Status Code","Status","HTML Word Count","Rendered HTML Word Count","Word Count Change","JS Word Count %","HTML Title","Rendered HTML Title","HTML H1","Rendered HTML H1","HTML Meta Description","Rendered HTML Meta Description","HTML Canonical","Rendered HTML Canonical","Unique Inlinks","Unique JS Inlinks","Unique Outlinks","Unique JS Outlinks","Unique External Outlinks","Unique External JS Outlinks","HTML Meta Robots 1","Rendered HTML Meta Robots 1","Pretty URL","Ugly URL","JS Error","JS Warning","JS Info","JS Debug","JS Issue"
"https://www.lolaaviamentos.com.br/bordado1/","200","OK","995","0","","","Bordado","","Bordado","","Compre online Bordado por R$1,10. Temos entretela não tecido para bordado rasgável 70g lec-70, entretela não tecido para bordado rasgável 50g lec-50 e mais. Faça seu pedido e pague...","","https://www.lolaaviamentos.com.br/bordado1/","","142","0","47","0","6","0","","","https://www.lolaaviamentos.com.br/bordado1/","https://www.lolaaviamentos.com.br/bordado1/","","","","",""
"https://lolaaviamentos.com.br/entretela-de-memoria/branca/","200","OK","542","0","","","Branca","","Branca","","Compre online Branca por R$171,90. Temos entretela cavalinho de memória termocolante branca 280g, entretela cavalinho de memória termocolante branca 220g e mais. Faça seu pedido e p...","","https://www.lolaaviamentos.com.br/entretela-de-memoria/branca/","","33","0","40","0","6","0","","","https://lolaaviamentos.com.br/entretela-de-memoria/branca/","https://lolaaviamentos.com.br/entretela-de-memoria/branca/","","","","",""
"https://lolaaviamentos.com.br/liquidacao/","200","OK","901","0","","","Liquidação","","Liquidação","","Compre online Liquidação por R$39,90. Temos entretela não tecido para bordado rasgável 70g lec-70, botão de forrar / encapar para boné 13 mm 1.000 un. e mais. Faça seu pedido e pague-o...","","https://www.lolaaviamentos.com.br/liquidacao/","","33","0","44","0","6","0","","","https://lolaaviamentos.com.br/liquidacao/","https://lolaaviamentos.com.br/liquidacao/","","","","",""
"https://lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","200","OK","633","0","","","TNT Termocolante","","TNT Termocolante","","Compre online TNT Termocolante por R$180,00. Temos entretela de tnt (micro ponto) termocolante 70g lab-407/408, entretela de tnt (micro ponto) termocolante 40g lab-403/404 e mais. Faça seu pe...","","https://www.lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","","33","0","42","0","6","0","","","https://lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","https://lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","","","","",""
"https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","200","OK","857","0","","","Filme Hidrossolúvel para Bordado 40g - Limpeza Fácil e Suave","","Filme Hidrossolúvel para Bordado 40g FH-10","","Filme hidrossolúvel FH-10 para bordados, dissolve em água e facilita a limpeza. Preserve a leveza e conforto da sua peça. Compre agora!","","https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","","16","0","38","0","12","0","","","https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","","","","",""
"https://lolaaviamentos.com.br/insumos-para-bones/tela/","200","OK","621","0","","","Tela","","Tela","","Compre online Tela por R$259,90. Temos tela de poliéster lt 105g, tela de poliéster mesh e mais. Faça seu pedido e pague-o online.","","https://www.lolaaviamentos.com.br/insumos-para-bones/tela/","","33","0","40","0","6","0","","","https://lolaaviamentos.com.br/insumos-para-bones/tela/","https://lolaaviamentos.com.br/insumos-para-bones/tela/","","","","",""
"https://lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","200","OK","646","0","","","Tecido Plano","","Tecido Plano","","Compre online Tecido Plano por R$91,90. Temos entretela de tecido plano termocolante 30g lab-101/102, entretelas tecido de algodão termocolante etp e mais. Faça seu pedido e pague-o onli...","","https://www.lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","","33","0","40","0","6","0","","","https://lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","https://lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","","","","",""
"https://lolaaviamentos.com.br/bordado1/","200","OK","995","0","","","Bordado","","Bordado","","Compre online Bordado por R$1,10. Temos entretela não tecido para bordado rasgável 70g lec-70, entretela não tecido para bordado rasgável 50g lec-50 e mais. Faça seu pedido e pague...","","https://www.lolaaviamentos.com.br/bordado1/","","9","0","54","0","6","0","","","https://lolaaviamentos.com.br/bordado1/","https://lolaaviamentos.com.br/bordado1/","","","","",""
"https://lolaaviamentos.com.br/insumos-para-bones/vies1/","200","OK","597","0","","","Viés","","Viés","","Compre online Viés por R$77,70. Temos viés tecido fosco 20mm, viés tecido fosco 55mm - carneira e mais. Faça seu pedido e pague-o online.","","https://www.lolaaviamentos.com.br/insumos-para-bones/vies1/","","33","0","40","0","6","0","","","https://lolaaviamentos.com.br/insumos-para-bones/vies1/","https://lolaaviamentos.com.br/insumos-para-bones/vies1/","","","","",""
"https://www.lolaaviamentos.com.br/","200","OK","836","0","","","Lola Aviamentos - Entretelas para confecções e insumos para Bonés","","Lola Aviamentos - Entretelas para confecções e insumos para Bonés","","Aqui você vai encontrar uma ampla gama de acessórios e entretelas para bordado, termocolantes para patchwork, apliques e insumos para bonés.","","https://www.lolaaviamentos.com.br/","","142","0","57","0","6","0","","","https://www.lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/","","","","",""
