"Address","Content Type","Status Code","Status","Indexability","Indexability Status","All Violations","Best Practice Violations","WCAG 2.0 A Violations","WCAG 2.0 AA Violations","WCAG 2.0 AAA Violations","WCAG 2.1 AA Violations","WCAG 2.2 AA Violations","PSI Request Status"
"https://preview.indianapolis.com.br/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/ferro-fundido-cinzento/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/contato/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produtos/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/preco-do-ferro-fundido-kg/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/blog/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/fabrica-de-roldanas/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/categoria-produto/automotivo/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/camisa-compressor-ar/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/anel-bipartido/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/empresa/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/fundicao-pecas-agricolas/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/moldes-industria-vidreira/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/solucoes/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/cabecote-de-compressor-de-ar/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/porca-do-cardan/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/fundicao-ferro-fundido/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/categoria-produto/aneis-de-segmento/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/fundicao-de-pecas-em-ferro-fundido/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/categoria-produto/construcao-civil/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/categoria-produto/maquinas-e-equipamentos/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/anel-de-segmento-do-motor/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/cabecote-para-compressor/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/fundicao-de-ferros/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/fabricante-de-pecas-automotivas/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/camisa-compressor/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/preco-ferro-fundido/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/anel-de-segmento-preco/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/anel-de-segmento/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/pecas-para-tratores/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/abracadeira-rapida/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/tirante-para-elevador/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/rolo-de-apoio/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/abracadeira-fixa/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/placa-de-ancoragem/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/pecas-bomba-concreto/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/rolo-de-apoio-para-betoneira/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/rolo-apoio-betoneira/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/polia-de-elevador/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/categoria-produto/sem-categoria/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/produto/aneis-de-segmento/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://preview.indianapolis.com.br/categoria-produto/industria-vidreira/","text/html; charset=UTF-8","200","OK","Indexable","","","","","","","","",""
