"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://preview.indianapolis.com.br/","text/html; charset=UTF-8","200","OK","Indexable","","187","0.587","",""
"https://preview.indianapolis.com.br/wp-content/uploads/2026/05/blog-fabrica-de-roldanas-f43dbe2caf-convertido-de-jpg.webp","image/webp","200","OK","Indexable","","0","0.032","",""
"https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=10.7.0","text/css","200","OK","Indexable","","0","0.093","",""
"https://preview.indianapolis.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3","application/x-javascript","200","OK","Indexable","","0","0.126","",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1061","application/x-javascript","200","OK","Indexable","","0","0.125","",""
"https://preview.indianapolis.com.br/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=2.8.7","text/css","200","OK","Indexable","","0","0.135","",""
"https://preview.indianapolis.com.br/wp-includes/js/dist/hooks.min.js?ver=dd5603f07f9220ed27f1","application/x-javascript","200","OK","Indexable","","0","0.097","",""
"https://preview.indianapolis.com.br/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.7","text/css","200","OK","Indexable","","0","0.091","",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","0","0.105","",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.1.1","application/x-javascript","200","OK","Indexable","","0","0.106","",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=4.1.1","text/css","200","OK","Indexable","","0","0.098","",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=4.1.1","application/x-javascript","200","OK","Indexable","","0","0.119","",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min.js?ver=1.7.1061","application/x-javascript","200","OK","Indexable","","0","0.112","",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=4.1.1","text/css","200","OK","Indexable","","0","0.125","",""
"https://fonts.googleapis.com/css?family=Sora:100,100italic,200,200italic,300,300italic,400,400italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.101","",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0","application/x-javascript","200","OK","Indexable","","0","0.126","",""
"https://fonts.googleapis.com/css?family=Roboto:100,100italic,200,200italic,300,300italic,400,400italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.211","",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=4.1.1","text/css","200","OK","Indexable","","0","0.118","",""
"https://preview.indianapolis.com.br/wp-content/uploads/2026/05/Rectangle-4-1-convertido-de-png.webp","image/webp","200","OK","Indexable","","0","0.107","",""
"https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.10.7.0","application/x-javascript","200","OK","Indexable","","0","0.086","",""
"https://preview.indianapolis.com.br/wp-content/uploads/elementor/css/post-73.css?ver=1782160591","text/css","200","OK","Indexable","","0","0.122","",""
"https://preview.indianapolis.com.br/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1.6","application/x-javascript","200","OK","Indexable","","0","0.111","",""
"https://preview.indianapolis.com.br/home/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","42","0.474","https://preview.indianapolis.com.br/","HTTP Redirect"
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/loading-animations.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","0","0.038","",""
"https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=10.7.0","application/x-javascript","200","OK","Indexable","","0","0.104","",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3","text/css","200","OK","Indexable","","0","0.033","",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","0","0.107","",""
"https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.7.0","application/x-javascript","200","OK","Indexable","","0","0.139","",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/button-animations.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","0","0.118","",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3","text/css","200","OK","Indexable","","0","0.101","",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7","application/x-javascript","200","OK","Indexable","","0","0.083","",""
"https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.7.0","application/x-javascript","200","OK","Indexable","","0","0.094","",""
"https://preview.indianapolis.com.br/ferro-fundido-cinzento/","text/html; charset=UTF-8","200","OK","Indexable","","64","0.800","",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","0","0.129","",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","0","0.101","",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=4.1.1","text/css","200","OK","Indexable","","0","0.087","",""
"https://preview.indianapolis.com.br/wp-content/uploads/elementor/css/base-desktop.css?ver=6a39cccd6361e","text/css","200","OK","Indexable","","0","0.121","",""
"https://preview.indianapolis.com.br/wp-content/plugins/complianz-gdpr/cookiebanner/js/complianz.min.js?ver=1782160325","application/x-javascript","200","OK","Indexable","","0","0.140","",""
"https://preview.indianapolis.com.br/wp-content/uploads/elementor/css/post-11.css?ver=1782172877","text/css","200","OK","Indexable","","0","0.153","",""
"https://preview.indianapolis.com.br/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=2.8.7","text/css","200","OK","Indexable","","0","0.138","",""
"https://preview.indianapolis.com.br/wp-content/plugins/complianz-gdpr/assets/css/cookieblocker.min.css?ver=1782160324","text/css","200","OK","Indexable","","0","0.157","",""
"https://preview.indianapolis.com.br/wp-content/uploads/2026/05/7eTjJUHqbS33vmBMcDh6fM-1.webp","image/webp","200","OK","Indexable","","0","0.036","",""
"https://www.instagram.com/metalindianapolis.oficial/?utm_source=ig_web_button_share_sheet","text/html; charset=""utf-8""","200","OK","Indexable","","42","0.225","",""
"https://preview.indianapolis.com.br/contato/","text/html; charset=UTF-8","200","OK","Indexable","","132","0.852","",""
"https://preview.indianapolis.com.br/wp-content/plugins/awesome-contact-form7-for-elementor/assets/css/style.css?ver=6.9.4","text/css","200","OK","Indexable","","0","0.322","",""
"https://preview.indianpolis.com.br/wp-content/uploads/elementor/thumbs/LOGOTIPO-HORIZONTAL-1-1-scaled-rmro3g691byqej42gvw7f1gzulvbcjnrsrgzdy8la6.png","","0","DNS lookup failed","Non-Indexable","No Response","0","","",""
"https://preview.indianapolis.com.br/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.7","text/css","200","OK","Indexable","","0","0.389","",""
"https://preview.indianapolis.com.br/wp-content/uploads/elementor/css/post-31.css?ver=1782160591","text/css","200","OK","Indexable","","0","0.371","",""
"https://preview.indianpolis.com.br/wp-content/uploads/elementor/thumbs/mail-rmrnpfevj5xn6jsfa3sb9mw6a1czm93oj2q89otj6e.png","","0","DNS lookup failed","Non-Indexable","No Response","0","","",""
"https://preview.indianpolis.com.br/wp-content/uploads/elementor/thumbs/LOGOTIPO-HORIZONTAL-2-_1_-scaled-rmrqnbwb4n3ufhx6mwprfd6powqo7isrky9mckurgy.webp","","0","DNS lookup failed","Non-Indexable","No Response","0","","",""
"https://preview.indianapolis.com.br/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.7","text/css","200","OK","Indexable","","0","0.144","",""
