"Address","Occurrences","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","HTTP Canonical","Indexability","Indexability Status"
"https://preview.indianapolis.com.br/","1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://preview.indianapolis.com.br/","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/uploads/2026/05/blog-fabrica-de-roldanas-f43dbe2caf-convertido-de-jpg.webp","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=10.7.0","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1061","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=2.8.7","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-includes/js/dist/hooks.min.js?ver=dd5603f07f9220ed27f1","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.7","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.min.css?ver=1.7.1061","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.1.1","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=4.1.1","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=4.1.1","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min.js?ver=1.7.1061","0","","","","","","Indexable",""
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=4.1.1","0","","","","","","Indexable",""
